NGO_name,CCReg,Contact_no,Contact,Address,longitude,latitude
DOCTORSFORSEVA AROGYA FOUNDATION,12078,"9481787966 , 6909797479 ",Dr. Ilhaam Ashraf ,"Siddapura Main Road, Lalbagh Gate, Jayanagar 2nd Block, Bangalore, Karnataka 560011",77.58968,12.94628
Dr Mane Medical Foundation and Research Center,11168,235500 ,,"Court Area, Nagar Manmad Highway, Rahuri, Ahmednagar, Maharashtra 413705",74.68794,19.42497
Dr Sushila Sansar Chand Almast Public Welfare Trust,4735,"8287170102 , 40580590 ",AASTHA ALMAST ,"East of Kailash, Raja Dhirsen Marg, New Delhi, South Delhi 110065",77.24799,28.55405
Dr. Babasaheb Ambedkar Vaidyakiya Pratishthan,905,"25945739 , 2339866 ",Prasanna Patil ,"Dr Hedgewar Hospital, Jawahar Colony, Aurangabad, Maharashtra 431005",75.34502,19.87067
"DR. M.CHANDRASEKHAR INTERNATIONAL
FOUNDATION",12540,"9667700415 , 27110206 ",,"Polo Road, Vijay Nagar, New Delhi 110009",77.20187,28.69359
"DR.K.R.ADHIKARY COLLEGE OF OPTOMETRY AND
PARAMEDICAL TECHNOLOGY",7080,9830278185 ,,"West Ghoshpara Road, North 24 Parganas, Bhatpara, West Bengal 743123",88.40714,22.87501
DREAM INDIA NETWORK,12715,"9562359525 , 9964289177 ",Fr. Edward Thomas ,"12th Main, 13th Cross, Annapalayam, Adugodi, Bangalore, Karnataka 560030",77.60735,12.94403
DRISHTI BADHIT VIDYALAYA SAMITI,11372,9451494983 ,,"Khand Latghat, Azamgarh, Uttar Pradesh 276136",83.38655,26.22636
DRISHTI FOUNDATION TRUST,4793,9873522666 ,,"Aarohi Appartment, New York Tower, Ahmedabad, Gujarat 380054",72.5194,23.05308
DUA - The Joy of Sharing Trust,12297,9566001951 ,,"Govindasamy Nagar, Madipakkam, Chennai, Tamil Nadu 600091",80.20198,12.96144
Durga Mahila Shishu Kalyan Sansthan,11765,9431094471 ,,"Rajiv Nagar, Patna, Bihar 800024",85.09237,25.63076
Durgapur Akash - Cultural & Welfare Society,11302,9434619561 ,,"Subhash Pally, Mamra Bazar Branch, Durgapur, Bardhaman, West Bengal 713206",87.34251,23.54081
DURGAPUR SOCIAL AND EDUCATIONAL TRUST,11834,9434037801 ,,"Urvashi Bengal Ambuja, City Centre, Durgapur, Bardhaman, West Bengal 713216",87.30403,23.5423
Each One Teach One Charitable Foundation,897,"24102055 , 24102555 ","RENU RAUT, NANDA KUKREJA ","275 Sion East Road, Mumbai, Maharashtra 400022",72.87084,19.0446
Economic Rural Development Society,356,"9831654430 , 22134466 ",Provat Kumar Mitra ,"Kiran Sankar Roy Road, Kolkata, West Bengal 700001",88.34533,22.5696
Educo,1632,"8169553692 , 24715315 ",Mrs.Meenal Srinivasan ,"Shri Sai Baba Marg, Best Colony, Bharat Mata Cinema, Lalbaug, Parel, Mumbai, Maharashtra 400012",72.83752,18.99524
EFRAH (A Society for Social Welfare),5746,"26020132 , 26020132 ",,"DDA Flats, Kalkaji, Bhumiheen Camp, Delhi 110019",77.25813,28.53839
"EK KADAM AUR FOUNDATION FOR EDUCATION AND
HEALTH",11799,9105190002 ,Dr Yeshwanth Sonnathi ,"Jahaz Apartments, Paschim Vihar, New Delhi 110087",77.08103,28.6783
EKJUT,6401,9934155959 ,Raj Kumar Gope ,"Potka, Chakradharpur, West Singhbhum, Jharkhand 833102",85.62892,22.67611
EKLAVYA SWAVALAMBAN TRUST,5530,"24328285 , 24328285 ",,"SHILP BUILDING, PANDURANG BUDHKAR MARG, Mumbai, Maharashtra 400013",72.82235,19.00631
ELDER CARE TRUST,11219,9979854798 ,,"Star Bazaar, Jodhpur Gam, Satellite, Ahmedabad, Gujarat 380015",72.52378,23.02678
Elimination of Rural Poverty Service,11321,8974955782 ,,"Teddim Road, Peace Ground, Tuibong, Churachandpur, Manipur 795128",93.70656,24.36284
EMPOWER PEOPLE,4318,30010211 ,,"Pocket 11, Jasola Vihar, South Delhi 110025",77.28969,28.54586
Empowering Minds Society For Research and Development,1144,"4138417 , 9910016246 ",Sujata Parashar ,"Gulmohar Lane, Sector 5, Rachna, Vaishali, Ghaziabad, Uttar Pradesh 201010",77.34219,28.64318
EnAble India,2981,67323636 ,P N Nagri ,"Adugudi Main Road, Koramangala 8th Block, Bangalore, Karnataka 560095",77.61844,12.94096
ENTREPRENEURS ASSOCIATES,10393,"7641008033 , 2243123 ",Lanuangla Tsudir ,"PWD Junction, Traffic Point, Kohima, Nagaland 797001",94.13079,25.5943
"Entrepreneurship Training and Rural Development
Initiatives Society",8310,9417249390 ,Balwinder Singh ,"Sector 79, SAS Nagar Mohali, Punjab 140308",76.70908,30.68027
EQUINOX FOUNDATION,5106,9870348116 ,,"Metro Residency, Netivali, Kalyan East, Thane, Maharashtra 421306",73.124,19.22915
EQUINOX SOCIAL WELFARE FOUNDATION,8719,"9831127729 , 9831128070 ",Angshujit Debnath ,"Purba Gajaghanta, Mogra, Hooghly, West Bengal 712148",88.37812,22.97385
ESR NGO FOUNDATION,9966,9246503889 ,GANDU RAVI ,"Hyderabad, Sai Sri Towers, Himayathnagar, Telangana 500029",78.48285,17.39963
"ESTHER WOMEN AND CHILD WELFARE CHARITABLE
TRUST",10671,9444141415 ,,"Bazullah Road, T.Nagar, Chennai, Tamil Nadu 600017",80.23678,13.04685
EURASIAN CANCER RESEARCH COUNCIL,12136,9420600909 ,,"Golf Scappe, S T Road, CHEMBUR, MUMBAI, Maharashtra 400071",72.90084,19.0531
EYE FOUNDATION,12096,9030013456 ,,"Ramnagar, Hyderabad, Telangana 500020",78.50728,17.41023
Fair Trade Forum India,8898,"41328730 , 41328730 ",,"Lajpat Nagar III, New Delhi 110024",77.24193,28.56823
"Federation for Agricultural Research Methodologies
(FARM)",12303,9626008160 ,,"Manitham Illam, Sakkampatti, Vaiyampatti, Trichy, Tiruchirappalli, Tamil Nadu 621315",78.2414,10.51342
FOODSHAALA FOUNDATION,12054,9717460101 ,Amit Gupta ,"Aravali,Omaxe Hills,Sector 41/43, Surajkund Road, Faridabad, Haryana 121003",77.28632,28.4663
FOREST FIRST SAMITHI,12573,9731912522 ,,"Tungabhadra Block, National Games, Bengaluru, Karnataka 560047",77.61892,12.95342
"Forum for Rural Environment and Economic
Development (FREED)",8574,9495240909 ,Adv.P.J Mathew ,"Vayalar Sukumaran Building, New Bazar, Alappuzha, Kerala 688001",76.32844,9.48785
Forum of Communities United in Service,980,"40006384 , 22875088 ",Jamil Ahmed ,"Tiljala Road, Don Bosco School Park Circus, Kolkata, West Bengal 700046",88.37295,22.54411
Foster Care India,5986,"2450847 , 2450847 ",Bhagyashri Bhandakkar ,"Old Fatehpura, Shankar Colony, Udaipur, Rajasthan 313001",73.68796,24.6092
Foundation for Excellence India Trust,150,"9686570677 , 25201925 ",Ram Kolavennu ,"MHT House, 1st, 5th Main, Indiranagar Stage, Bengaluru, Karnataka 560038",77.57941,12.91344
FOUNDATION FOR RESEARCH IN HEALTH SYSTEMS,6738,"26577978 , 26577978 ",Dr M PRAKASH ,"Brigade Business Suites, 100 feet road,T Mariappa Near Ashoka Pillar, Jaya nagar 2nd block, Bengaluru, Karnataka 560011 ",77.58514,12.94296
"Foundation for Spastics and Mentally Handicapped
Persons",3418,"9582428429 , 9911901948 ",Amruta Gore ,"Dayanand Colony, Lajpatnagar 4, South Delhi 110024",77.24648,28.56291
Foundation to Educate Girls Globally,1909,48932226 ,Anusha ,"Remi Bizcourt, Shah Industrial E, Andheri West, Mumbai, Maharashtra 400053",72.83656,19.13418
FREEDOM FOR YOU FOUNDATION,4514,"9322592902 , 9820874028 ",S Ramaswamy ,"Sector 7, Airoli, Navi Mumbai, Thane, Maharashtra 400708",72.99575,19.14643
FSL-INDIA (Field Services & Inter Cultural Learning- India),9575,22111930 ,Ragland Devadas ,"15th Cross, Lakkasandra, Wilson Garden, Bangalore, Karnataka 560030",77.59881,12.94598
FUTURE VISION - A People's Development Welfare Society,2635,"7005400091 , 8257831602 ",,"Dibang Villa, Itanagar, Papum Pare, Arunachal Pradesh 791111",93.63487,27.10103
Gabriel Project Charitable Trust,12665,"8928886988 , 9820856829 ",Thaiza Dias ,"Green Glade, Abachapadam, Palghar East, Maharashtra 401404",72.84148,19.69532
GANDHI BHAVAN INTERNATIONAL TRUST,10929,9847167422 ,K Udayakumar ,"Pathanapuram, Kollam, Kerala 689695",76.8745,9.10158
Ganga,3407,9452181513 ,,"Ameer Nagar, Moti Lucknow, Uttar Pradesh 226004",80.9133,26.83627
Gayatri Foundation,7022,9403428105 ,,"Hudco Colony, Korit Road, Nandurbar, Dhule, Maharashtra 425412",74.21397,21.34089
GEETA SHIKSHAN PRASARAK MANDAL,12356,9028388308 ,,"Palasdeo Tal Indapur, Pune, Maharashtra 413132",74.86747,18.19201
GENERATION INDIA FOUNDATION,11116,4391436 ,Swati Prabha ,"Sector 29, Gurugram, Haryana 122002",77.06319,28.47059
Gopal Kiran Shiksha Avam Sanskratik Samiti,3410,09425118370 ,ShriprakashSinghNimraje ,"Nimraje Sadan, New Mohan Nagar, Thathipur, Gwalior, Madhya Pradesh 474011",78.20185,26.21859
Gopali Youth Welfare Society,10566,"296537 , 9002863514 ",Het Shah ,"Gopali Youth Welfare Society, Salua, West Medinipur, Bengal 721145",87.28737,22.25835
Goranbose Gram Bikash Kendra,7851,9609192961 ,Subhasree Raptan ,"Rajarlat, Canning, South 24 Parganas, West Bengal 743329",88.66508,22.31399
Gowthami Foundation,7710,"9440265620 , 236899 ",,"Srinagar Colony, Kurnool Road, Ongole, Prakasam, Andhra Pradesh 523002",80.0405,15.51299
Grace of Glory Ministry Trust,12584,9373469754 ,,"Sathe Nagar, Manoj Kirana Store, Narpoli Bhiwandi,Thane, Maharashtra 421305",73.15988,19.28785
Grace Peter Charitable Trust,362,"2523321 , 2523321 ",Paulswamy Pandiaraju ,"Narmadha Nadhi, Mahatma Gandhi Nagar, Madurai, Tamil Nadu 625014",78.12287,9.95478
Gram Jyoti,12920,9431876237 ,Abha ,"Upper Bilasi Town, Ram Babu Road, Deoghar, Jharkhand 814157",86.71515,24.49447
Gram Mangal,5583,"25386687 , 9168644995 ",Swati Mehendale ,"Gandhi Bhavan, Poona Blind Girls School, Kothrud, Pune, Maharashtra 411038",73.8038,18.49608
Gram Vikas,6382,"2596366 , 8606785053 ",,"Forest Park, Bhubaneswar, Khordha, Odisha 751009",85.82767,20.25622
GRAMEEN FOUNDATION FOR SOCIAL IMPACT,10063,"9148571484 , 4100702 ",Prateep Chakraborty ,"Suncity, Sector 54, Gurugram, Haryana 122011",77.11148,28.43607
GRAMEEN VIKAS SANSTHA,7020,9412105292 ,Ms.Komal ,"Somdutt Vihar, Medical College Garh Road, MEERUT, Uttar Pradesh 250004",77.73873,28.96425
GRAMIN MAHILA VIKASH SANSTHAN,2107,"516005 , 245642 ",,"Bubani, Gagwana, Shrinagar, Ajmer, Rajasthan 305023",74.73651,26.54072
GRAMIN SUDHAR AVAM SHRAMIK SEWA SANSTHA,7467,9927869255 ,,"Budhana, Rudraprayag, Uttarakhand 246475",78.8814,30.36913
Gramin Utthan Samiti Kapkote,12364,9412925990 ,,"Kapkote, Bageshwar, Uttarakhand 263632",79.85648,30.06725
Gramin Vikas Prayas Samiti,7412,"9452284443 , 7860801485 ",Mr.Dev Bhushan Sharma ,"Chakara, Maunathbhanjan, Mau, Uttar Pradesh 221705",83.62376,26.20376
Gramin Vikas Sansthan,7589,"9415281073 , 9984282020 ",Mr.Tauhid Abbasi ,"Hathini, Mau, Uttar Pradesh 275102",83.64287,25.91668
GRAMIN VIKAS SEVASHARAM,9097,9794972868 ,Devendra Nath  Mishra ,"Madhopur, Baraut Allahabad, Uttar Pradesh 221502",81.78245,25.56187
GRAMIN VIKAS TRUST,10247,9522224113 ,Manish Rathore ,"Bhadwasa, Mhow neemuch Highway, Ratlam, Madhya Pradesh 457222",75.08396,23.45909
GRAMODAYA TRUST,10337,9822933333 ,,"Tambe Hospital, New Akole Road, Sangamner, Ahmednagar, Maharashtra 422605",74.205,19.57395
Gramya Jyoti,792,"212464 , 9937979074 ",,"Jamut, Gudvella, Jamut, Balangir, Odisha 767046",83.57754,20.41898
GREEN DOT TRUST,12732,9880688891 ,Thejaswini ,"3rd Main, MylaraDarshini Hotel, Arvindnagar, Mysuru, Karnataka 570023",76.63282,12.27433
GROW WELL FOUNDATION,12102,8958461930 ,,"Rajpur Road Enclave, Dhorankhas, Dehradun, Uttarakhand 248001",78.07115,30.35979
Guard Society,367,"2930441 , 9443451987 ",,"Pothigai Nagar, Perumalpuram, Tirunelveli, Tamil Nadu 627007",77.74001,8.71191
GUARDIANS OF DREAMS FOUNDATION,12901,8951262431 ,Mekha ,"New Friend's Colony, 11th Main, 8th Cross, ST Bed Layout, Koramangala, Bengaluru, Karnataka 560047 ",77.62009,12.94844
GUJARAT MAHILA HOUSING SEWA TRUST,6735,26587726 ,Rachana Shah ,"Sakar IV, Sanyas Ashram, M.J. Library, Elis bridge, AHMEDABAD, Gujarat 380006",72.56681,23.02699
Gujarat Voluntary Health Association,6981,9925483664 ,,"Sterling City, Bopal, Ahmedabad, Gujarat 380022",72.46876,23.03816
GURUKUL JYOTI WELFARE SOCIETY SAMITI,6795,9300860478 ,,"MAHAKAUSHAL NAGAR, SARASWATI H.S. SCHOOL ADHARTAL JABALPUR, Madhya Pradesh 482004",79.95286,23.20187
GYANADA FOUNDATION,5383,8451856662 ,Rinsa S Perapdan ,"Raheja Centre, Nariman Point, Mumbai, Maharashtra 400021",72.8283,18.92503
GYANODAY JAN KALYAN SAMITI,11456,9307714953 ,MOHAMAD JAMAL ,"Rautapar, Saketpuri, Gandhi Nagar Basti, Badshah Talkies, Uttar Pradesh 272001",82.74265,26.8038
Hamara Foundation,9067,"9773094333 , 23054108 ",Ms. Shraddha Chonkar ,"Gilder Lane Municipal School Building, Belasis Bridge, Mumbai, Maharashtra 400008",72.82701,18.96773
Happy Horizons Trust,9848,"8374012411 , 9535206828 ",Deeptanshu Pandey ,"Kalkaji, South Delhi 110019",77.24621,28.54359
HARBINGERS OF CHANGE FOUNDATION,12453,9784154153 ,Naman Agrawal ,"SS Complex, Rani Ka Bagh, Uppal Hospital, Amritsar, Punjab 143001",74.85892,31.63991
HARE KRISHNA FOOD FOR LIFE,11186,9419161696 ,Kunti Devi Dasi ,"Srila Prabhupada Ashram, Udhampur, Jammu and Kashmir 182101",75.11006,32.95243
"Hare Krishna Movement, Hyderabad",12382,9390379689 ,Mukunda Dasa ,"Road 12, Banjara Hills, MLA Colony, NBT Nagar, ACB Office, Hyderabad, Telangana 500034",78.44892,17.42124
Hari Sankar Foundation Trust,8433,9819863271 ,Vency Dabre ,"Times Square, Andheri kurla Road, Andheri East, Marol Metro Station, Mumbai, Maharashtra 400059",72.88094,19.10773
Hariksha People’s Welfare Trust,1028,"232224 , 232224 ",,"Goukulam Nagar, Tiruvannamalai, Tamil Nadu 606604",79.04402,12.27072
Haritika,2694,"255065 , 255065 ",,"Mahoba Road, Maanpura, Nowgong, Chhatarpur, Madhya Pradesh 471201",79.46816,25.07269
HCG Foundation,1703,"46607760 , 9986929057 ",Feros Khan ,"HCG Towers, P Kalinga Rao Road, Sampangi Ram Nagar, Bangalore, Karnataka 560027",77.5927,12.96238
Healing Fields Foundation,1712,"23232842 , 9848041234 ",Gayathri Prashanth ,"Navodaya Colony, Road 14, Banjara Hills, Hyderabad, Telangana 500034",78.44556,17.42638
HEALTH & CARE FOUNDATION,193,"9909942835 , 26610802 ",Dr. Prakash Bhatt ,"PAVANSUT SOCIETY, RAJVADU, JIVRAJPARK, Ahmedabad, Gujarat 380051",72.53585,23.00374
HEALTH & ECO DEFENCE - SOCIETY,8038,9830117184 ,,"MONALISA, 17 CAMAC STREET, Kolkata, West Bengal 700017",88.35233,22.54379
"HEARDS FOUNDATION (Health Environment Education and Rural Development Service
Foundation)",1472,"9448596438 , 274449 ",Harsha P.S. ,"Office Road, Periyapatna, Mysuru, Karnataka 571107",76.08574,12.33428
HEARTFULNESS INSTITUTE,11636,8754470650 ,,"Kanha, Nandigama Mandal, Shantivanam, Rangareddy, Telangana 509325",78.35524,17.22423
Hearts for Hearts (H4H),2996,9841039362 ,,"Justice Jambulingam Road, Mylapore, Chennai, Tamil Nadu 600004",80.27145,13.04783
HELP A CHILD OF INDIA,9834,"9941319966 , 26212621 ",Dr.Christy Solomon ,"Anna Nagar, Chennai, Tamil Nadu 600040",80.20903,13.08527
HELP AGE INDIA FOUNDATION,11286,7079968888 ,,"Ranchi, Jharkhand 834004",85.27795,23.31727
HELP CHILD INDIA FOUNDATION,10353,"8892008800 , 8197666600 ",,"7th A Main, 1st Block, Koramangala, Bengaluru, Karnataka 560034",77.63391,12.93063
Help- Hope's Early Learning Program,12397,"9731246084 , 9886646250 ",,"17th E main 6th block, Koramangala, Bangalore, Karnataka 560034",77.62373,12.93625
HELP THE BLIND FOUNDATION,11157,"9003330197 , 9841930772 ",N Sivaji Rao ,"Bazullah Road, T Nagar, Chennai, Tamil Nadu 600017",80.23678,13.04685
"HELP2EDUCATE FOUNDATION CHARITABLE TRUST
(REGD)",9791,7090212154 ,Venkatesh Muley ,"Sudha Complex, Dr Rajkumar Road, Bengaluru, Karnataka 560010",77.55653,12.99274
HELPING HANDS ORGANISATION,9793,9544171455 ,Ajeesh C Philip ,"ISDL Complex, St. Xaviers College, Menamkulam, Thiruvananthapuram, Kerala 695586",76.86804,8.53202
HERSELF Society,1109,"222381 , 248770 ",,"Bethel Church, Shyam Nagar, Nandyal, Kurnool, Andhra Pradesh 518502",78.47177,15.44271
HERVA FOUNDATION,8420,"26811744 , 9662021744 ",Kunal Mehta ,"Sahaj Silicon Shreyas Complex, Vejalpur, Ahmedabad, Gujarat 380051",72.518,23.0058
Hill Social Welfare Society,5091,9434166419 ,,"Sherpa Building, Primtam Road, Kalimpong, Darjeeling, West Bengal 734301",88.45959,27.04883
"Himalayan Ecology and Treatment of Natural
Agriculture Samiti",12638,222721 ,,"Gusain Bhawan, Vikas N.I.M. Road, Ladari, Uttarkashi, Uttarakhand 249193",78.44516,30.7232
HOME OF FAITH CHARITABLE TRUST,11228,9901397897 ,,"Sabc Bible College, Maruthi Meadows, Hennur Bagalur Road, Kothanur, Keuper School, Bengaluru, Karnataka 560077",77.64832,13.06423
Hope for the Harvest Organization,4234,"9848616234 , 283234 ",,"BSNL BHAVAN, Old Police Station Road, Nelakondapally, Sathupally, Khammam, Telangana 507303",80.83738,17.22204
Hope Kolkata Foundation,2027,"24546488 , 24742904 ",,"Panditya Place, Kolkata, West Bengal 700029",88.35742,22.52286
"HOPE PUBLIC CHARITABLE TRUST(A unit of Social
and Educational welfare trust)",7272,9841330330 ,,"Sarangapani Street, Krishnapuram, Ambattur, Chennai, Tiruvallur, Tamil Nadu 600053",80.14852,13.11964
HRhelpdesk Trust,10322,9811120347 ,,"DLF Phase 1, Gurugram, Haryana 122002",77.08862,28.4774
"HUJUR GOUSUL AAZAM (HGA) RH. SOCIAL
FOUNDATION",10490,"7030099001 , 9172909007 ",Jamir Babu Mulla ,"laxmi vasahat jawahar nagar, tarun mandal, karveer kolhapur, Maharashtra 416012",74.18957,16.69979
Human Education for Liberation of the Poor - Trust,371,9702747277 ,Meghna Golder ,"Sai Adinath,Ramanger South 17th street, Madipakam, Chennai, Tamil Nadu 400091",80.22381,12.97603
Human Touch India,563,9923700342 ,Prisca Ferrao ,"Dugrem, Agassaim, North Goa, Goa 403204",73.89813,15.4275
Human Welfare Charitable Trust,10620,9820737841 ,,"Meghdoot Apartments, Evershine Nagar, Linking Road, Malad West, Movie Time Cinema, Mumbai, Maharashtra 400064",72.83909,19.18552
"HYDERABAD ROUND TABLE NO. 8 CHARITABLE
TRUST",12461,"48511898 , 8142771972 ",,"Pavani Laxmi Nivas, Hitec City Main Road, Madhapur, Hyderabad, Telangana 500033",78.39652,17.43967
IAM FINE FOUNDATION,12270,9372842934 ,,"Pune Bangalore Highway, Mahalunge, Pune, Maharashtra 411045",73.75912,18.58635
Ibtada,373,2180076 ,Panini Bhatt ,"Itarana Circle, Rajgarh Road, 200 Feet Bypass, Alwar, Rajasthan 301001",76.62888,27.5386
Ichapur BrahmanPara Silpa Niketan,7164,9830491688 ,,"Brahmanpara, Ichapur, Nawabganj, North 24 Parganas, West Bengal 743144",88.37133,22.79888
ICHAPUR SOCIETY FOR THE WOMENS OWN IMAGE,7188,9331277638 ,,"West Ghosh Para Road, Shyamnagar, North 24 Parganas, Bengal 743127",88.38195,22.84227
IDIA Charitable Trust,6771,42197924 ,Swati Agrawal ,"Hanumanthappa Layout, Ulsoor road, Bangalore, Karnataka 560025",77.61692,12.97658
IIT ALUMNI CENTRE BENGALURU,10351,9342509088 ,Ramjee Ganti ,"13th Cross, Malleswaram, Benguluru, Karnataka 560003",77.56987,13.00364
INATUREWATCH FOUNDATION,10815,"9987013144 , 9820165525 ",Nishtha Raut ,"Sector 12, Kharghar, Navi Mumbai, Raigad, Maharashtra 410210",73.06645,19.04486
INDIA STEM FOUNDATION,10273,8800890310 ,Mandeep Kaur ,"Block H, South City 1, Sector 41, Gurugram, Haryana 122001",77.07006,28.45937
India Vision Foundation,1953,"47100700 , 47100705 ",Snigdha Verma ,"Uday Park, New Delhi 110049",77.21876,28.55997
Indian Dreams Foundation,753,"7060050184 , 4301184 ",Jyoti Singh ,"Block 11, Kapda Market, Max Showroom, Sanjay Place, Agra, Uttar Pradesh 282002",78.00556,27.1991
INDIAN EDUCATION FOUNDATION,11190,4300870 ,Brij Mohan Singh Rawat ,"Skyline Building, Guru Nanak Nagar, Delhi Road, Meerut, Uttar Pradesh 250002",77.67843,28.95843
INDIAN INSTITUTE OF SOCIAL DEVELOPMENT,7271,9826048482 ,Mr.Rahul Dave ,"Hare Krishna Vihar, Nipania, Indore, Madhya Pradesh 452009",75.92736,22.75501
"Indian Youth Centres Trust, Delhi",11188,8448193236 ,Pradeep Kumar Panda ,"Pt. Uma Shankar Dikshit Road, Teen Murti Marg, Chanakyapuri, New Delhi 110021",77.19369,28.60233
INDIRA PRIYADARSHINI TRUST,12072,42010210 ,,"Brindavan Street, West Mambalam, Chennai, Tamil Nadu 600033",80.22461,13.04221
Iniya Udaiyam Charitable Trust,133,"26555149 , 9444423600 ",Sujatha Sekar ,"Azhagiri Samy Street, Periyar Nagar, Avadi, Chennai, Tiruvallur, Tamil Nadu 600071",80.09226,13.10936
"Institute for Communication and Development
Action (ICDA)",812,"240161 , 9437280493 ",,"Naripur, Bhadrak, Odisha 756100",86.49845,21.06369
"INSTITUTE FOR FINANCIAL MANAGEMENT AND
RESEARCH",9751,40101309 ,Preethi Rao ,"Moores Road, Nungambakkam, Chennai, Tamil Nadu 600006",80.25322,13.06586
INSTITUTE FOR RURAL DEVELOPMENT,12822,"9448507305 , 9480120391 ",,"Institute for Rural Development, LEAD NGO-Bio Fuel Programme, Basav Nilaya, Sadashivanagar-ibrahimpur,Vijayapura, Karnataka 586109",75.72558,16.80157
"Institute for Self Employment and Rural
Development",4446,9437041280 ,KELU CHARAN DASH ,"PANDAPOKHARI, PANASAPADA, BRAHMAGIRI, Puri, Odisha 752011",85.65362,19.79196
"INSTITUTE FOR THE HANDICAPPED AND BACKWARD
PEOPLE",5580,"9883305988 , 7003698107 ",Mrs.L.Khatun ,"Chanditala Branch Road, Behala, Chadaktala, Kolkata, West Bengal 700053",88.33195,22.49317
